tid,cid,column,value,label
9793,10, 2174, 0,-1
9794,2, 77516,,1
9795,2, 77516, 74194,-1
9796,0,39,47I,1
9797,1, State-gov, Private,-1
9798,11, 0,X 0,1
9799,0,39,44,-1
9800,4, 13, 10U,1
9801,6, Adm-clerical, Craft-repair,-1
9802,2, 77516, 72569,1
9803,4, 13, 9,-1
9804,10, 2174, 0O,1
9805,13, United-States, England,-1
9806,13, United-States,M United-States,1
9807,1, State-gov, Local-gov,-1
9808,3, Bachelors,,1
9809,11, 0, 0,-1
9810,8, White, Asian-Pac-Islanderg,1
9811,6, Adm-clerical, Prof-specialty,-1
9812,10, 2174,W 0,1
9813,1, State-gov, Private,-1
9814,12, 40,I 40,1
9815,0,39,67,-1
9816,4, 13, 15G,1
9817,1, State-gov, Federal-gov,-1
9818,5, Never-married,,1
9819,8, White, White,-1
9820,6, Adm-clerical,,1
9821,11, 0, 0,-1
9822,14, <=50K, <=50Ki,1
9823,7, Not-in-family, Not-in-family,-1
9824,11, 0,s 0,1
9825,2, 77516, 181091,-1
9826,13, United-States, United-StatesH,1
9827,1, State-gov, State-gov,-1
9828,8, White,F White,1
9829,7, Not-in-family, Not-in-family,-1
9830,11, 0, 0D,1
9831,5, Never-married, Married-civ-spouse,-1
9832,0,39,,1
9833,7, Not-in-family, Not-in-family,-1
9834,6, Adm-clerical, Other-serviceG,1
9835,0,39,56,-1
9836,5, Never-married,C Married-civ-spouse,1
9837,2, 77516, 249720,-1
9838,14, <=50K,Y <=50K,1
9839,14, <=50K, <=50K,-1
9840,1, State-gov,Petva ir,1
9841,0,39,46,-1
9842,2, 77516, 312559,1
9843,9, Male, Male,-1
9844,8, White, WhiteA,1
9845,8, White, Black,-1
9846,5, Never-married,A Married-civ-spouse,1
9847,4, 13, 6,-1
9848,2, 77516, 169012,1
9849,2, 77516, 107389,-1
9850,12, 40,,1
9851,7, Not-in-family, Husband,-1
9852,14, <=50K,0=<K5 ,1
9853,7, Not-in-family, Not-in-family,-1
9854,12, 40,F 45,1
9855,7, Not-in-family, Unmarried,-1
9856,0,39,z61,1
9857,11, 0, 1408,-1
9858,0,39,,1
9859,9, Male, Female,-1
9860,1, State-gov,,1
9861,3, Bachelors, Bachelors,-1
9862,11, 0,,1
9863,9, Male, Male,-1
9864,0,39,44v,1
9865,0,39,61,-1
9866,12, 40,F 44,1
9867,8, White, White,-1
9868,3, Bachelors,p Some-college,1
9869,1, State-gov, Private,-1
9870,2, 77516,,1
9871,5, Never-married, Widowed,-1
9872,10, 2174, 0V,1
9873,4, 13, 9,-1
9874,7, Not-in-family, Own-childT,1
9875,0,39,27,-1
9876,7, Not-in-family,E Not-in-family,1
9877,5, Never-married, Married-civ-spouse,-1
9878,5, Never-married,,1
9879,8, White, Black,-1
9880,0,39,53S,1
9881,2, 77516, 220609,-1
9882,6, Adm-clerical,f-insrahgn gFmii,1
9883,7, Not-in-family, Not-in-family,-1
9884,6, Adm-clerical,? ,1
9885,10, 2174, 0,-1
9886,0,39,,1
9887,11, 0, 0,-1
9888,13, United-States, eUsaSttdeit-n,1
9889,11, 0, 0,-1
9890,5, Never-married,,1
9891,7, Not-in-family, Not-in-family,-1
9892,14, <=50K,K5=< 0,1
9893,2, 77516, 199995,-1
9894,9, Male,L Male,1
9895,11, 0, 0,-1
9896,9, Male,O Male,1
9897,9, Male, Male,-1
9898,8, White,G White,1
9899,2, 77516, 295510,-1
9900,14, <=50K,5<K0 =,1
9901,2, 77516, 211743,-1
9902,10, 2174,,1
9903,14, <=50K, <=50K,-1
9904,4, 13,,1
9905,0,39,44,-1
9906,8, White, Whited,1
9907,8, White, White,-1
9908,10, 2174,U 0,1
9909,10, 2174, 0,-1
9910,4, 13, 11B,1
9911,4, 13, 10,-1
9912,1, State-gov, PrivateE,1
9913,0,39,36,-1
9914,3, Bachelors,,1
9915,14, <=50K, >50K,-1
9916,6, Adm-clerical,cporfiPlesa ty-,1
9917,14, <=50K, <=50K,-1
9918,8, White, WhiteU,1
9919,1, State-gov, Self-emp-not-inc,-1
9920,5, Never-married,X Divorced,1
9921,6, Adm-clerical, Sales,-1
9922,11, 0,r 0,1
9923,13, United-States, United-States,-1
9924,8, White,,1
9925,3, Bachelors, 11th,-1
9926,3, Bachelors, h1t1,1
9927,0,39,33,-1
9928,5, Never-married,vr-er emieNadr,1
9929,5, Never-married, Never-married,-1
9930,12, 40, 40l,1
9931,1, State-gov, Self-emp-not-inc,-1
9932,10, 2174,,1
9933,3, Bachelors, HS-grad,-1
9934,6, Adm-clerical,mstv T-gnpaonroir,1
9935,3, Bachelors, HS-grad,-1
9936,10, 2174,i 0,1
9937,7, Not-in-family, Unmarried,-1
9938,5, Never-married,,1
9939,2, 77516, 124407,-1
9940,4, 13, 9,1
9941,9, Male, Male,-1
9942,2, 77516,,1
9943,14, <=50K, <=50K,-1
9944,7, Not-in-family,abnHs ud,1
9945,14, <=50K, >50K,-1
9946,10, 2174, 0D,1
9947,14, <=50K, <=50K,-1
9948,2, 77516,y 137678,1
9949,6, Adm-clerical, Adm-clerical,-1
9950,5, Never-married, Never-marriedM,1
9951,13, United-States, Taiwan,-1
9952,5, Never-married,,1
9953,12, 40, 55,-1
9954,2, 77516,,1
9955,13, United-States, United-States,-1
9956,12, 40, 40T,1
9957,13, United-States, United-States,-1
9958,1, State-gov, PrivateF,1
9959,1, State-gov, Private,-1
9960,8, White,,1
9961,1, State-gov, Private,-1
9962,7, Not-in-family,,1
9963,13, United-States, United-States,-1
9964,12, 40,,1
9965,14, <=50K, >50K,-1
9966,8, White,i ehtW,1
9967,11, 0, 0,-1
9968,1, State-gov, PrivateH,1
9969,6, Adm-clerical, Adm-clerical,-1
9970,2, 77516,,1
9971,9, Male, Female,-1
9972,9, Male,Ml ae,1
9973,11, 0, 0,-1
9974,8, White, WhiteP,1
9975,3, Bachelors, HS-grad,-1
9976,13, United-States,steSt t-idaeUn,1
9977,2, 77516, 151584,-1
9978,1, State-gov, Local-govE,1
9979,14, <=50K, <=50K,-1
9980,9, Male,w Female,1
9981,0,39,33,-1
9982,13, United-States,-etSat dsteiUn,1
9983,5, Never-married, Married-civ-spouse,-1
9984,2, 77516,,1
9985,1, State-gov, State-gov,-1
9986,12, 40,,1
9987,1, State-gov, Private,-1
9988,9, Male,,1
9989,9, Male, Female,-1
9990,2, 77516,3 35979,1
9991,0,39,44,-1
9992,0,39,b64,1
9993,4, 13, 11,-1
9994,12, 40, 60r,1
9995,9, Male, Female,-1
9996,12, 40,,1
9997,11, 0, 0,-1
9998,12, 40, 04,1
9999,2, 77516, 120461,-1
10000,2, 77516,,1
10001,7, Not-in-family, Husband,-1
10002,9, Male, MaleM,1
10003,5, Never-married, Married-civ-spouse,-1
10004,11, 0,h 0,1
10005,6, Adm-clerical, Farming-fishing,-1
10006,11, 0,a 0,1
10007,13, United-States, United-States,-1
10008,9, Male, Malel,1
10009,13, United-States, United-States,-1
10010,12, 40,4 0,1
10011,13, United-States, United-States,-1
10012,1, State-gov, ?Y,1
10013,3, Bachelors, Some-college,-1
10014,0,39,47,1
10015,5, Never-married, Never-married,-1
10016,0,39,A41,1
10017,2, 77516, 162494,-1
10018,2, 77516,I 171968,1
10019,2, 77516, 232569,-1
10020,8, White,J Black,1
10021,7, Not-in-family, Not-in-family,-1
10022,2, 77516,544 910,1
10023,5, Never-married, Separated,-1
10024,5, Never-married,,1
10025,4, 13, 9,-1
10026,9, Male,aMel ,1
10027,3, Bachelors, Bachelors,-1
10028,6, Adm-clerical, Machine-op-inspctL,1
10029,0,39,35,-1
10030,11, 0, 0s,1
10031,13, United-States, United-States,-1
10032,5, Never-married,,1
10033,3, Bachelors, Some-college,-1
10034,5, Never-married,U Married-civ-spouse,1
10035,0,39,39,-1
10036,2, 77516,n 217363,1
10037,8, White, White,-1
10038,3, Bachelors, Some-collegeF,1
10039,9, Male, Male,-1
10040,14, <=50K,50 >K,1
10041,4, 13, 16,-1
10042,7, Not-in-family, HusbandV,1
10043,12, 40, 35,-1
10044,5, Never-married,L Never-married,1
10045,10, 2174, 0,-1
10046,1, State-gov,,1
10047,7, Not-in-family, Unmarried,-1
10048,3, Bachelors,b Assoc-voc,1
10049,3, Bachelors, Some-college,-1
10050,6, Adm-clerical,V Prof-specialty,1
10051,12, 40, 24,-1
10052,14, <=50K, <=50KB,1
10053,9, Male, Female,-1
10054,7, Not-in-family,,1
10055,4, 13, 7,-1
10056,0,39,42R,1
10057,0,39,23,-1
10058,10, 2174,0 ,1
10059,5, Never-married, Married-civ-spouse,-1
10060,4, 13, 12,1
10061,6, Adm-clerical, Prof-specialty,-1
10062,11, 0,4 424,1
10063,4, 13, 12,-1
10064,1, State-gov, Privateo,1
10065,3, Bachelors, HS-grad,-1
10066,4, 13,,1
10067,11, 0, 0,-1
10068,4, 13,,1
10069,4, 13, 9,-1
10070,11, 0,0 ,1
10071,13, United-States, United-States,-1
10072,6, Adm-clerical,r Handlers-cleaners,1
10073,1, State-gov, Private,-1
10074,10, 2174, 0G,1
10075,2, 77516, 283872,-1
10076,14, <=50K,,1
10077,14, <=50K, <=50K,-1
10078,14, <=50K, >50KH,1
10079,8, White, White,-1
10080,11, 0, 0,1
10081,12, 40, 36,-1
10082,10, 2174,0 ,1
10083,12, 40, 40,-1
10084,2, 77516,R 164920,1
10085,12, 40, 70,-1
10086,1, State-gov,eaivrP t,1
10087,7, Not-in-family, Unmarried,-1
10088,5, Never-married,,1
10089,8, White, White,-1
10090,2, 77516,320069 ,1
10091,12, 40, 20,-1
10092,13, United-States,h United-States,1
10093,14, <=50K, <=50K,-1
10094,8, White, Whiten,1
10095,3, Bachelors, Bachelors,-1
10096,13, United-States,h United-States,1
10097,8, White, White,-1
10098,1, State-gov,vtri Pea,1
10099,0,39,27,-1
10100,9, Male, MaleO,1
10101,11, 0, 0,-1
10102,14, <=50K,l <=50K,1
10103,0,39,51,-1
10104,8, White, heWti,1
10105,1, State-gov, Private,-1
10106,8, White,r Asian-Pac-Islander,1
10107,12, 40, 40,-1
10108,13, United-States,D United-States,1
10109,10, 2174, 0,-1
10110,13, United-States,,1
10111,14, <=50K, <=50K,-1
10112,11, 0,,1
10113,14, <=50K, >50K,-1
10114,11, 0, 0J,1
10115,7, Not-in-family, Wife,-1
10116,2, 77516,,1
10117,3, Bachelors, Some-college,-1
10118,5, Never-married, Married-civ-spouseH,1
10119,8, White, White,-1
10120,5, Never-married,rieM-p aiscuv-drose,1
10121,3, Bachelors, Masters,-1
10122,1, State-gov, ePvtiar,1
10123,9, Male, Male,-1
10124,6, Adm-clerical,x Adm-clerical,1
10125,1, State-gov, ?,-1
10126,10, 2174,,1
10127,2, 77516, 186677,-1
10128,3, Bachelors,,1
10129,9, Male, Female,-1
10130,12, 40,,1
10131,6, Adm-clerical, Farming-fishing,-1
10132,7, Not-in-family,r Husband,1
10133,9, Male, Female,-1
10134,11, 0,q 0,1
10135,14, <=50K, >50K,-1
10136,1, State-gov, Privatef,1
10137,8, White, White,-1
10138,9, Male,y Male,1
10139,11, 0, 0,-1
10140,11, 0,,1
10141,12, 40, 65,-1
10142,1, State-gov,,1
10143,7, Not-in-family, Husband,-1
10144,14, <=50K,y >50K,1
10145,6, Adm-clerical, Transport-moving,-1
10146,13, United-States,at dtsiSe-Uent,1
10147,6, Adm-clerical, Handlers-cleaners,-1
10148,10, 2174,X 0,1
10149,12, 40, 40,-1
10150,12, 40,02 ,1
10151,6, Adm-clerical, Sales,-1
10152,3, Bachelors,I Some-college,1
10153,7, Not-in-family, Own-child,-1
10154,14, <=50K,,1
10155,14, <=50K, <=50K,-1
10156,2, 77516, 94395g,1
10157,2, 77516, 320047,-1
10158,8, White,iWh te,1
10159,9, Male, Male,-1
10160,0,39,81,1
10161,14, <=50K, >50K,-1
10162,12, 40,0 4,1
10163,10, 2174, 0,-1
10164,11, 0, 0d,1
10165,14, <=50K, <=50K,-1
10166,4, 13,N 3,1
10167,12, 40, 40,-1
10168,7, Not-in-family,I Own-child,1
10169,4, 13, 13,-1
10170,14, <=50K,K0>5 ,1
10171,0,39,68,-1
10172,3, Bachelors, ra-SHdg,1
10173,6, Adm-clerical, Machine-op-inspct,-1
10174,14, <=50K,5> K0,1
10175,13, United-States, United-States,-1
10176,3, Bachelors,t Masters,1
10177,6, Adm-clerical, Craft-repair,-1
10178,11, 0,L 0,1
10179,8, White, White,-1
10180,4, 13,d 10,1
10181,0,39,39,-1
10182,13, United-States, United-StatesE,1
10183,7, Not-in-family, Not-in-family,-1
10184,1, State-gov,s Self-emp-not-inc,1
10185,14, <=50K, >50K,-1
10186,4, 13,,1
10187,12, 40, 40,-1
10188,2, 77516,n 52870,1
10189,5, Never-married, Married-civ-spouse,-1
10190,2, 77516,A 200153,1
10191,2, 77516, 453067,-1
10192,2, 77516,,1
10193,8, White, White,-1
10194,7, Not-in-family,,1
10195,2, 77516, 345277,-1
10196,8, White,q Black,1
10197,13, United-States, United-States,-1
10198,3, Bachelors, Some-collegeb,1
10199,13, United-States, United-States,-1
10200,11, 0,,1
10201,6, Adm-clerical, Exec-managerial,-1
10202,11, 0,,1
10203,10, 2174, 0,-1
10204,13, United-States,dre nalI,1
10205,2, 77516, 466458,-1
10206,4, 13,1 3,1
10207,4, 13, 13,-1
10208,6, Adm-clerical, Saleso,1
10209,5, Never-married, Married-civ-spouse,-1
10210,11, 0,0 ,1
10211,7, Not-in-family, Husband,-1
10212,0,39,h35,1
10213,13, United-States, United-States,-1
10214,0,39,29,1
10215,2, 77516, 47791,-1
10216,13, United-States, United-StatesU,1
10217,5, Never-married, Married-civ-spouse,-1
10218,8, White,,1
10219,10, 2174, 0,-1
10220,6, Adm-clerical,ge cEarxnimelaa-,1
10221,13, United-States, United-States,-1
10222,14, <=50K,B <=50K,1
10223,6, Adm-clerical, Handlers-cleaners,-1
10224,14, <=50K,=<K5 0,1
10225,6, Adm-clerical, Exec-managerial,-1
10226,5, Never-married,-pv-sroairsM ieudce,1
10227,10, 2174, 0,-1
10228,6, Adm-clerical,aec axnielm-rEga,1
10229,2, 77516, 394927,-1
10230,13, United-States,,1
10231,8, White, White,-1
10232,9, Male,m Male,1
10233,13, United-States, United-States,-1
10234,11, 0, 0,1
10235,0,39,33,-1
10236,6, Adm-clerical, Salesu,1
10237,6, Adm-clerical, Handlers-cleaners,-1
10238,10, 2174,,1
10239,10, 2174, 0,-1
10240,4, 13,,1
10241,8, White, White,-1
10242,13, United-States, United-StatesR,1
10243,7, Not-in-family, Not-in-family,-1
10244,1, State-gov,m Private,1
10245,6, Adm-clerical, Craft-repair,-1
10246,12, 40,K 32,1
10247,2, 77516, 23780,-1
10248,5, Never-married,-vee airNdmrre,1
10249,12, 40, 40,-1
10250,4, 13,,1
10251,10, 2174, 0,-1
10252,4, 13, 6i,1
10253,7, Not-in-family, Own-child,-1
10254,12, 40, 40,1
10255,13, United-States, United-States,-1
10256,3, Bachelors,k HS-grad,1
10257,10, 2174, 0,-1
10258,10, 2174, 0,1
10259,5, Never-married, Never-married,-1
10260,5, Never-married,evrDic od,1
10261,7, Not-in-family, Other-relative,-1
10262,0,39,44l,1
10263,7, Not-in-family, Husband,-1
10264,4, 13,3 1,1
10265,3, Bachelors, 9th,-1
10266,12, 40, 50d,1
10267,7, Not-in-family, Husband,-1
10268,13, United-States,ni-aStteUt eds,1
10269,2, 77516, 179579,-1
10270,3, Bachelors,E Assoc-voc,1
10271,11, 0, 0,-1
10272,14, <=50K,q <=50K,1
10273,14, <=50K, <=50K,-1
10274,10, 2174, 0,1
10275,4, 13, 13,-1
10276,5, Never-married,eerrridvm-Nea ,1
10277,4, 13, 13,-1
10278,7, Not-in-family,a Not-in-family,1
10279,14, <=50K, <=50K,-1
10280,11, 0,0 ,1
10281,0,39,27,-1
10282,12, 40, 20t,1
10283,11, 0, 0,-1
10284,2, 77516,Q 196673,1
10285,9, Male, Male,-1
10286,9, Male, Maleg,1
10287,5, Never-married, Married-civ-spouse,-1
10288,13, United-States,USitesd ant-et,1
10289,9, Male, Male,-1
10290,9, Male, MaleN,1
10291,3, Bachelors, HS-grad,-1
10292,1, State-gov, PrivateJ,1
10293,14, <=50K, <=50K,-1
10294,14, <=50K, <=50Ky,1
10295,5, Never-married, Married-civ-spouse,-1
10296,0,39,,1
10297,8, White, White,-1
10298,12, 40,,1
10299,4, 13, 9,-1
10300,10, 2174, 0Y,1
10301,10, 2174, 0,-1
10302,8, White,thW ie,1
10303,1, State-gov, Private,-1
10304,9, Male,,1
10305,10, 2174, 0,-1
10306,1, State-gov,,1
10307,0,39,25,-1
10308,1, State-gov, Privateb,1
10309,14, <=50K, <=50K,-1
10310,11, 0,s 0,1
10311,6, Adm-clerical, Other-service,-1
10312,6, Adm-clerical,crAm a-llcide,1
10313,5, Never-married, Married-civ-spouse,-1
10314,0,39,J24,1
10315,7, Not-in-family, Not-in-family,-1
10316,9, Male, Mlae,1
10317,6, Adm-clerical, Protective-serv,-1
10318,1, State-gov,,1
10319,7, Not-in-family, Not-in-family,-1
10320,13, United-States, United-StatesL,1
10321,0,39,35,-1
10322,0,39,,1
10323,6, Adm-clerical, Tech-support,-1
10324,4, 13, 51,1
10325,13, United-States, United-States,-1
10326,8, White,J White,1
10327,0,39,70,-1
10328,14, <=50K,0 5<K=,1
10329,3, Bachelors, HS-grad,-1
10330,1, State-gov, State-govs,1
10331,9, Male, Male,-1
10332,6, Adm-clerical, Prof-specialtyZ,1
10333,4, 13, 9,-1
10334,6, Adm-clerical,,1
10335,11, 0, 0,-1
10336,12, 40,k 50,1
10337,2, 77516, 210464,-1
10338,11, 0, 0j,1
10339,14, <=50K, <=50K,-1
10340,10, 2174, 0,1
10341,6, Adm-clerical, ?,-1
10342,0,39,T39,1
10343,10, 2174, 0,-1
10344,1, State-gov,y Private,1
10345,6, Adm-clerical, Adm-clerical,-1
10346,4, 13,O 11,1
10347,4, 13, 13,-1
10348,8, White,Weth i,1
10349,7, Not-in-family, Husband,-1
10350,9, Male, leameF,1
10351,14, <=50K, <=50K,-1
10352,2, 77516, 126414c,1
10353,2, 77516, 43652,-1
10354,13, United-States, United-StatesQ,1
10355,7, Not-in-family, Husband,-1
10356,9, Male,F malee,1
10357,0,39,50,-1
10358,3, Bachelors,g HS-grad,1
10359,13, United-States, Peru,-1
10360,5, Never-married,,1
10361,9, Male, Male,-1
10362,8, White,M White,1
10363,7, Not-in-family, Unmarried,-1
10364,1, State-gov, Self-emp-not-incl,1
10365,3, Bachelors, Bachelors,-1
10366,9, Male,G Male,1
10367,12, 40, 45,-1
10368,11, 0,,1
10369,0,39,38,-1
10370,2, 77516,Z 164898,1
10371,6, Adm-clerical, Machine-op-inspct,-1
10372,4, 13,1 0,1
10373,12, 40, 40,-1
10374,1, State-gov,tv aierP,1
10375,14, <=50K, <=50K,-1
10376,6, Adm-clerical,w Transport-moving,1
10377,0,39,26,-1
10378,2, 77516,y 344172,1
10379,14, <=50K, <=50K,-1
10380,9, Male,eMal ,1
10381,0,39,22,-1
10382,11, 0, 0O,1
10383,14, <=50K, <=50K,-1
10384,7, Not-in-family,f Husband,1
10385,11, 0, 0,-1
10386,7, Not-in-family,k Husband,1
10387,6, Adm-clerical, Craft-repair,-1
10388,4, 13,y 14,1
10389,13, United-States, United-States,-1
10390,11, 0, 0,1
10391,8, White, White,-1
10392,2, 77516,,1
10393,4, 13, 14,-1
10394,4, 13,14 ,1
10395,4, 13, 13,-1
10396,1, State-gov,d Private,1
10397,1, State-gov, Private,-1
10398,12, 40, 40,1
10399,11, 0, 0,-1
10400,8, White,M Black,1
10401,4, 13, 13,-1
10402,11, 0, 0G,1
10403,2, 77516, 299828,-1
10404,12, 40, 40e,1
10405,3, Bachelors, Bachelors,-1
10406,6, Adm-clerical,T Other-service,1
10407,0,39,39,-1
10408,4, 13, 13g,1
10409,13, United-States, Mexico,-1
10410,1, State-gov, ?O,1
10411,13, United-States, Puerto-Rico,-1
10412,6, Adm-clerical, Salesi,1
10413,14, <=50K, <=50K,-1
10414,4, 13,,1
10415,7, Not-in-family, Not-in-family,-1
10416,13, United-States,E United-States,1
10417,14, <=50K, <=50K,-1
10418,5, Never-married, Never-marriede,1
10419,4, 13, 9,-1
10420,10, 2174,,1
10421,12, 40, 40,-1
10422,13, United-States,,1
10423,4, 13, 10,-1
10424,4, 13, 13K,1
10425,0,39,29,-1
10426,3, Bachelors, Some-collegeV,1
10427,9, Male, Male,-1
10428,10, 2174, 0y,1
10429,9, Male, Female,-1
10430,5, Never-married,m Married-civ-spouse,1
10431,6, Adm-clerical, Machine-op-inspct,-1
10432,9, Male,lFee am,1
10433,12, 40, 43,-1
10434,2, 77516, 615519,1
10435,5, Never-married, Never-married,-1
10436,7, Not-in-family,l Naf-ynmi-oit,1
10437,7, Not-in-family, Husband,-1
10438,3, Bachelors,n HS-grad,1
10439,9, Male, Male,-1
10440,13, United-States,,1
10441,3, Bachelors, 5th-6th,-1
10442,12, 40, 24a,1
10443,8, White, White,-1
10444,11, 0,I 0,1
10445,12, 40, 50,-1
10446,13, United-States,iUs-etaSd ntte,1
10447,7, Not-in-family, Unmarried,-1
10448,1, State-gov,ie Prtav,1
10449,6, Adm-clerical, Adm-clerical,-1
10450,0,39,18E,1
10451,8, White, White,-1
10452,6, Adm-clerical,Ssael ,1
10453,14, <=50K, <=50K,-1
10454,4, 13, 15,1
10455,9, Male, Male,-1
10456,10, 2174, 0B,1
10457,3, Bachelors, Some-college,-1
10458,7, Not-in-family, Husbandh,1
10459,11, 0, 0,-1
10460,10, 2174,,1
10461,12, 40, 40,-1
10462,3, Bachelors,O Some-college,1
10463,14, <=50K, <=50K,-1
10464,11, 0,0 ,1
10465,1, State-gov, State-gov,-1
10466,6, Adm-clerical,retc eiOe-vrhs,1
10467,14, <=50K, <=50K,-1
10468,10, 2174, 0A,1
10469,6, Adm-clerical, Sales,-1
10470,9, Male, laFmee,1
10471,5, Never-married, Never-married,-1
10472,8, White,ht Wei,1
10473,7, Not-in-family, Husband,-1
10474,9, Male,Q Male,1
10475,10, 2174, 0,-1
10476,13, United-States,d United-States,1
10477,6, Adm-clerical, Adm-clerical,-1
10478,11, 0, 0z,1
10479,7, Not-in-family, Husband,-1
10480,10, 2174,,1
10481,3, Bachelors, Bachelors,-1
10482,12, 40, 35j,1
10483,14, <=50K, <=50K,-1
10484,1, State-gov, ?m,1
10485,9, Male, Female,-1
10486,14, <=50K, K50>,1
10487,4, 13, 13,-1
10488,10, 2174,,1
10489,11, 0, 0,-1
10490,0,39,,1
10491,5, Never-married, Never-married,-1
10492,9, Male,aeMl ,1
10493,9, Male, Male,-1
10494,8, White, Whiteb,1
10495,3, Bachelors, HS-grad,-1
10496,3, Bachelors,,1
10497,4, 13, 9,-1
10498,13, United-States,ettSn-dsea Uti,1
10499,12, 40, 40,-1
10500,11, 0,,1
10501,11, 0, 2258,-1
10502,14, <=50K,b <=50K,1
10503,14, <=50K, <=50K,-1
10504,5, Never-married,Neved iarrre-m,1
10505,6, Adm-clerical, Transport-moving,-1
10506,2, 77516, 200733V,1
10507,5, Never-married, Married-civ-spouse,-1
10508,11, 0,,1
10509,14, <=50K, >50K,-1
10510,0,39,33t,1
10511,9, Male, Male,-1
10512,11, 0,,1
10513,12, 40, 40,-1
10514,4, 13, 9q,1
10515,10, 2174, 0,-1
10516,12, 40,e 40,1
10517,7, Not-in-family, Not-in-family,-1
10518,2, 77516,9 79491,1
10519,9, Male, Female,-1
10520,8, White, WhiteW,1
10521,5, Never-married, Never-married,-1
10522,7, Not-in-family,s anudbH,1
10523,4, 13, 13,-1
10524,4, 13,m 13,1
10525,12, 40, 40,-1
10526,0,39,41E,1
10527,0,39,55,-1
10528,14, <=50K,,1
10529,4, 13, 12,-1
10530,5, Never-married,C Widowed,1
10531,10, 2174, 0,-1
10532,6, Adm-clerical,lrfao iPstypc-e,1
10533,11, 0, 0,-1
10534,13, United-States,aS-einUt testd,1
10535,0,39,19,-1
10536,6, Adm-clerical,c Craft-repair,1
10537,8, White, White,-1
10538,11, 0,0 ,1
10539,4, 13, 14,-1
10540,5, Never-married, Never-marriedr,1
10541,3, Bachelors, Some-college,-1
10542,12, 40,,1
10543,14, <=50K, <=50K,-1
10544,0,39,90,1
10545,11, 0, 0,-1
10546,12, 40,04 ,1
10547,11, 0, 0,-1
10548,7, Not-in-family,d Not-in-family,1
10549,13, United-States, United-States,-1
10550,4, 13,9 ,1
10551,11, 0, 0,-1
10552,12, 40, 40R,1
10553,2, 77516, 298130,-1
10554,9, Male,M Male,1
10555,9, Male, Female,-1
10556,1, State-gov,,1
10557,0,39,41,-1
10558,0,39,S28,1
10559,1, State-gov, Private,-1
10560,12, 40, 40r,1
10561,2, 77516, 247750,-1
10562,4, 13, 10q,1
10563,12, 40, 40,-1
10564,8, White, WhiteF,1
10565,11, 0, 0,-1
10566,8, White, Blackp,1
10567,11, 0, 0,-1
10568,14, <=50K,,1
10569,9, Male, Male,-1
10570,0,39,h32,1
10571,12, 40, 40,-1
10572,4, 13, 9,1
10573,3, Bachelors, Some-college,-1
10574,5, Never-married,,1
10575,1, State-gov, Private,-1
10576,14, <=50K, <=50KT,1
10577,3, Bachelors, Some-college,-1
10578,1, State-gov,evPt ria,1
10579,1, State-gov, Self-emp-inc,-1
10580,11, 0,R 0,1
10581,14, <=50K, >50K,-1
10582,0,39,,1
10583,6, Adm-clerical, Craft-repair,-1
10584,10, 2174,,1
10585,14, <=50K, <=50K,-1
10586,2, 77516,12 4921,1
10587,3, Bachelors, Some-college,-1
10588,2, 77516,,1
10589,9, Male, Male,-1
10590,13, United-States, United-Statesj,1
10591,6, Adm-clerical, Sales,-1
10592,2, 77516, 159580R,1
10593,11, 0, 0,-1
10594,12, 40, 40z,1
10595,6, Adm-clerical, Prof-specialty,-1
10596,14, <=50K, <=50KK,1
10597,6, Adm-clerical, Adm-clerical,-1
10598,1, State-gov,tre vaPi,1
10599,10, 2174, 0,-1
10600,7, Not-in-family,uasb ndH,1
10601,4, 13, 14,-1
10602,2, 77516,,1
10603,6, Adm-clerical, Craft-repair,-1
10604,14, <=50K,h <=50K,1
10605,11, 0, 0,-1
10606,0,39,25b,1
10607,2, 77516, 210498,-1
10608,6, Adm-clerical, Adm-clericalH,1
10609,9, Male, Male,-1
10610,7, Not-in-family,V Husband,1
10611,3, Bachelors, Bachelors,-1
10612,0,39,,1
10613,7, Not-in-family, Unmarried,-1
10614,14, <=50K, <=50KH,1
10615,10, 2174, 0,-1
10616,11, 0,S 0,1
10617,7, Not-in-family, Husband,-1
10618,4, 13, 13T,1
10619,0,39,37,-1
10620,11, 0, 0T,1
10621,5, Never-married, Never-married,-1
10622,13, United-States,U United-States,1
10623,5, Never-married, Married-civ-spouse,-1
10624,13, United-States,itne Us-tteSad,1
10625,3, Bachelors, Assoc-voc,-1
10626,5, Never-married,,1
10627,5, Never-married, Married-civ-spouse,-1
10628,6, Adm-clerical, Protective-servh,1
10629,8, White, Asian-Pac-Islander,-1
10630,2, 77516,,1
10631,14, <=50K, <=50K,-1
10632,3, Bachelors, Some-collegeK,1
10633,6, Adm-clerical, Exec-managerial,-1
10634,4, 13,T 13,1
10635,1, State-gov, Private,-1
10636,13, United-States,tsdeUen-aSt it,1
10637,10, 2174, 0,-1
10638,1, State-gov,X Private,1
10639,12, 40, 40,-1
10640,12, 40,a 40,1
10641,14, <=50K, <=50K,-1
10642,13, United-States,l United-States,1
10643,10, 2174, 0,-1
10644,8, White,g Black,1
10645,12, 40, 45,-1
10646,11, 0,q 0,1
10647,4, 13, 9,-1
10648,3, Bachelors,raSgd -H,1
10649,8, White, Black,-1
10650,9, Male,K Male,1
10651,5, Never-married, Married-civ-spouse,-1
10652,9, Male,T Male,1
10653,5, Never-married, Never-married,-1
