tid,cid,column,value,label
744,3,city,,1
745,4,state,AL,-1
746,15,sample,,1
747,2,address1,849 SOUTH THREE NOTCH STREET,-1
748,8,hospital type,Acute Care HospitalsV,1
749,3,city,ANDALUSIA,-1
750,13,measure name,,1
751,7,phone number,3342228466,-1
752,15,sample,77 patientsn,1
753,4,state,AL,-1
754,7,phone number,3342228466a,1
755,1,hospital name,ANDALUSIA REGIONAL HOSPITAL,-1
756,3,city,NANDALUSIA,1
757,8,hospital type,Acute Care Hospitals,-1
758,9,hospital owner,kProprietary,1
759,7,phone number,3342228466,-1
760,6,county name,TCOVINGTON,1
761,5,zip code,36420,-1
762,15,sample,,1
763,5,zip code,36420,-1
764,12,measure code,VP1SC-EIT-,1
765,12,measure code,SCIP-VTE-2,-1
766,0,provider number,10038l,1
767,10,emergency service,Yes,-1
768,15,sample,L98 patients,1
769,0,provider number,10038,-1
770,12,measure code,I-4I-CPSFN,1
771,16,stateavg,AL_SCIP-INF-6,-1
772,15,sample,etip7tsn 1a1,1
773,11,condition,Surgical Infection Prevention,-1
774,3,city,FHUNTSVILLE,1
775,12,measure code,CAC-2,-1
776,4,state,LA,1
777,5,zip code,35801,-1
778,9,hospital owner,v noriciu GlotoAhttept-s  aentrmisir rHoDty,1
779,9,hospital owner,Government - Hospital District or Authority,-1
780,10,emergency service,seY,1
781,12,measure code,AMI-5,-1
782,4,state,ALD,1
783,0,provider number,10039,-1
784,8,hospital type,eaA siusp ttCoacHerl,1
785,15,sample,303 patients,-1
786,4,state,eAL,1
787,12,measure code,HF-4,-1
788,15,sample,,1
789,2,address1,101 SIVLEY RD,-1
790,2,address1,I101 SIVLEY RD,1
791,12,measure code,PN-5C,-1
792,10,emergency service,,1
793,7,phone number,2562651000,-1
794,9,hospital owner,iti tiuter opHoGnctDyvh m  siars-Atlrroeont,1
795,5,zip code,35801,-1
796,14,score,99%u,1
797,9,hospital owner,Government - Hospital District or Authority,-1
798,3,city,HUNTSVILLEx,1
799,7,phone number,2562651000,-1
800,8,hospital type, CeoAitectl rusaaHps,1
801,1,hospital name,HUNTSVILLE HOSPITAL,-1
802,3,city,ESANGDD,1
803,0,provider number,10040,-1
804,6,county name,WEAOTH,1
805,5,zip code,35903,-1
806,8,hospital type,IAcute Care Hospitals,1
807,15,sample,25 patients,-1
808,11,condition,,1
809,13,measure name,Heart Failure Patients Given Discharge Instructions,-1
810,0,provider number,c10040,1
811,6,county name,ETOWAH,-1
812,16,stateavg,aAL_HF-4,1
813,8,hospital type,Acute Care Hospitals,-1
814,9,hospital owner,proytiraPre,1
815,11,condition,Pneumonia,-1
816,4,state,ALV,1
817,11,condition,Pneumonia,-1
818,16,stateavg,P-7A_LN,1
819,2,address1,1007 GOODYEAR AVENUE,-1
820,9,hospital owner,,1
821,5,zip code,35903,-1
822,8,hospital type,cAcute Care Hospitals,1
823,16,stateavg,AL_SCIP-INF-4,-1
824,8,hospital type,HCeiasospatt lAc ure,1
825,3,city,GADSDEN,-1
826,0,provider number,10040q,1
827,2,address1,1010 LAY DAM ROAD,-1
828,5,zip code,35045L,1
829,11,condition,Heart Attack,-1
830,7,phone number,2057552500M,1
831,9,hospital owner,Voluntary non-profit - Private,-1
832,7,phone number,2057552500g,1
833,12,measure code,AMI-8A,-1
834,6,county name,aCHILTON,1
835,0,provider number,10043,-1
836,10,emergency service,,1
837,1,hospital name,CHILTON MEDICAL CENTER,-1
838,14,score,89%C,1
839,4,state,AL,-1
840,16,stateavg,PAL_PN-4,1
841,13,measure name,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,-1
842,4,state,ALA,1
843,3,city,CLANTON,-1
844,1,hospital name,,1
845,4,state,AL,-1
846,16,stateavg,,1
847,3,city,CLANTON,-1
848,16,stateavg,NAL_SCIP-INF-4,1
849,12,measure code,SCIP-INF-6,-1
850,15,sample,0 patientsK,1
851,1,hospital name,CHILTON MEDICAL CENTER,-1
852,5,zip code,a35570,1
853,2,address1,1256 MILITARY STREET SOUTH,-1
854,0,provider number,c10044,1
855,3,city,HAMILTON,-1
856,6,county name,,1
857,9,hospital owner,Voluntary non-profit - Private,-1
858,10,emergency service,Yesc,1
859,10,emergency service,Yes,-1
860,0,provider number,J10044,1
861,5,zip code,35570,-1
862,11,condition,Faltai reeurH,1
863,16,stateavg,AL_PN-2,-1
864,0,provider number,A10044,1
865,5,zip code,35570,-1
866,9,hospital owner,KVoluntary non-profit - Private,1
867,12,measure code,PN-6,-1
868,6,county name,vMARION,1
869,5,zip code,35570,-1
870,12,measure code,FP1C-SII-N,1
871,14,score,87%,-1
872,14,score,V87%,1
873,9,hospital owner,Voluntary non-profit - Private,-1
874,1,hospital name,,1
875,4,state,AL,-1
876,0,provider number,40140,1
877,11,condition,Heart Attack,-1
878,10,emergency service,,1
879,8,hospital type,Acute Care Hospitals,-1
880,3,city,uFAYETTE,1
881,2,address1,1653 TEMPLE AVENUE NORTH,-1
882,13,measure name,trel iietW ieMtcu0a3iiPvniltMrtrs  oktcrhic oGFdnAsnnaataveti fOiH eA nnib aity ,1
883,11,condition,Heart Attack,-1
884,6,county name,yFAYETTE,1
885,0,provider number,10045,-1
886,1,hospital name,LCATM ACFEE IETENYTEDR,1
887,3,city,FAYETTE,-1
888,15,sample,V117 patients,1
889,16,stateavg,AL_PN-3B,-1
890,9,hospital owner,Voluntary non-profit - Otherc,1
891,9,hospital owner,Voluntary non-profit - Other,-1
892,1,hospital name,bFAYETTE MEDICAL CENTER,1
893,5,zip code,35555,-1
894,15,sample,n0tpati es,1
895,4,state,AL,-1
896,0,provider number,,1
897,14,score,,-1
898,8,hospital type,Acute Care Hospitalss,1
899,2,address1,1653 TEMPLE AVENUE NORTH,-1
900,12,measure code,SCIP-VTE-1F,1
901,6,county name,FAYETTE,-1
902,13,measure name,vChildren Who Received Reliever Medication While Hospitalized for Asthma,1
903,8,hospital type,Acute Care Hospitals,-1
904,10,emergency service,eYs,1
905,12,measure code,AMI-1,-1
906,15,sample,4t nsa51ietp,1
907,14,score,100%,-1
908,3,city,uGADSDEN,1
909,14,score,100%,-1
910,13,measure name,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of ArrivalA,1
911,1,hospital name,RIVERVIEW REGIONAL MEDICAL CENTER,-1
912,3,city,GADSDENr,1
913,9,hospital owner,Proprietary,-1
914,5,zip code,,1
915,10,emergency service,Yes,-1
916,8,hospital type,,1
917,0,provider number,10046,-1
918,15,sample,,1
919,0,provider number,10046,-1
920,15,sample,,1
921,0,provider number,10046,-1
922,7,phone number,2356405025,1
923,9,hospital owner,Proprietary,-1
924,12,measure code,SCIP-INF-2R,1
925,4,state,AL,-1
926,6,county name,ETOWAHh,1
927,9,hospital owner,Proprietary,-1
928,13,measure name,tng te ote drwtrrierruoicpltegh  sepsmtvt eeed refcotorsuteetir y osfa slyoscaodbnrpaeo ntdsaers not re s,1
929,16,stateavg,AL_SCIP-VTE-2,-1
930,16,stateavg,,1
931,11,condition,Heart Attack,-1
932,15,sample,1 patientss,1
933,8,hospital type,Acute Care Hospitals,-1
934,5,zip code,36033z,1
935,1,hospital name,GEORGIANA HOSPITAL,-1
936,5,zip code,I36033,1
937,12,measure code,HF-1,-1
938,3,city,,1
939,13,measure name,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),-1
940,6,county name,RTLEUB,1
941,13,measure name,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,-1
942,6,county name,,1
943,11,condition,Pneumonia,-1
944,16,stateavg,RAL_PN-5C,1
945,5,zip code,36033,-1
946,10,emergency service,NoB,1
947,10,emergency service,No,-1
948,2,address1,AIN5R1M  S5DTA,1
949,10,emergency service,No,-1
950,14,score,,1
951,3,city,GEORGIANA,-1
952,5,zip code,36033y,1
953,9,hospital owner,Voluntary non-profit - Private,-1
954,9,hospital owner,to-p ar oto lnevaPVuyrrnnfii-t,1
955,4,state,AL,-1
956,9,hospital owner,earotiryPrp,1
957,8,hospital type,Acute Care Hospitals,-1
958,1,hospital name,HMEDICAL CENTER ENTERPRISE,1
959,11,condition,Heart Attack,-1
960,5,zip code,36330,1
961,16,stateavg,AL_AMI-8A,-1
962,5,zip code,36330w,1
963,0,provider number,10049,-1
964,11,condition,eHeart Failure,1
965,4,state,AL,-1
966,2,address1,,1
967,7,phone number,3343470584,-1
968,4,state,XAL,1
969,1,hospital name,MEDICAL CENTER ENTERPRISE,-1
970,14,score,99%d,1
971,10,emergency service,Yes,-1
972,2,address1,400 N EDWARDS STREETX,1
973,8,hospital type,Acute Care Hospitals,-1
974,4,state,,1
975,13,measure name,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),-1
976,4,state,LA,1
977,13,measure name,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),-1
978,3,city,EPITRNSEER,1
979,9,hospital owner,Proprietary,-1
980,14,score,,1
981,1,hospital name,ST VINCENTS BLOUNT,-1
982,12,measure code,AMI-3o,1
983,2,address1,150 GILBREATH DRIVE,-1
984,14,score,,1
985,6,county name,BLOUNT,-1
986,5,zip code,,1
987,16,stateavg,AL_HF-1,-1
988,7,phone number,,1
989,3,city,ONEONTA,-1
990,7,phone number,2052743000f,1
991,2,address1,150 GILBREATH DRIVE,-1
992,3,city,ONEONTAi,1
993,13,measure name,Pneumonia Patients Given Smoking Cessation Advice/Counseling,-1
994,11,condition,Pneumonian,1
995,9,hospital owner,Voluntary non-profit - Private,-1
996,12,measure code,mPN-7,1
997,11,condition,Surgical Infection Prevention,-1
998,9,hospital owner,iVoluntary non-profit - Private,1
999,0,provider number,10050,-1
